Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
151,1000000,1006,149.978,151000,1540728858758,28.675,34.14176158940398,46847,66047,96255,28799,28799,28799
152,1000000,1006,150.978,152000,1540728859758,28.213,34.10275657894737,46847,66047,96255,28287,28287,28287
156,1000000,1006,154.975,156000,1540728863755,24.3,33.877673076923074,46847,66047,96255,24319,24319,24319
167,1000000,1005,166.038,167000,1540728874818,82.61,34.04005389221557,47103,71167,96255,82943,82943,82943
169,1000000,1006,167.978,169000,1540728876758,22.141,34.00592899408284,47103,71167,96255,22143,22143,22143
172,1000000,1005,170.979,172000,1540728879759,22.27,33.82222674418605,46847,71167,96255,22271,22271,22271
189,1000000,1005,187.996,189000,1540728896776,36.359,33.177804232804235,46079,66047,96255,36607,36607,36607
193,1000000,1005,191.986,193000,1540728900766,25.828,33.00218652849741,44799,66047,96255,25855,25855,25855
199,1000000,1005,197.994,199000,1540728906774,31.234,32.871251256281404,44799,66047,96255,31359,31359,31359
211,1000000,1004,210.002,211000,1540728918782,37.855,33.2647345971564,46079,70655,96255,37887,37887,37887
229,1000000,1004,227.993,229000,1540728936773,24.331,33.38788646288209,46847,70655,96255,24447,24447,24447
230,1000000,1004,229.0,230000,1540728937780,30.609,33.37580434782609,46079,70655,96255,30719,30719,30719
241,1000000,1004,240.0,241000,1540728948780,26.8,33.10625726141079,44799,66047,96255,26879,26879,26879
243,1000000,1004,241.997,243000,1540728950777,23.272,33.0178683127572,44799,66047,96255,23295,23295,23295
246,1000000,1004,244.996,246000,1540728953776,19.664,32.87830487804878,44799,66047,96255,19711,19711,19711
247,500000,1004,246.001,247000,1540728954781,24.623,32.84488259109312,44799,66047,96255,24703,24703,24703
272,1000000,1003,271.008,272000,1540728979788,21.979,32.03783088235294,44287,64255,96255,22015,22015,22015
285,1000000,1003,284.014,285000,1540728992794,25.666,31.58101052631579,44287,63487,96255,25727,25727,25727
293,1000000,1003,292.012,293000,1540729000792,23.019,31.328491467576793,44287,63487,96255,23039,23039,23039
295,1000000,1003,294.006,295000,1540729002786,17.358,31.237972881355933,44287,63487,96255,17407,17407,17407
300,1000000,1003,299.009,300000,1540729007789,19.951,31.068703333333332,44287,62975,93695,19967,19967,19967
333,1000000,1002,332.028,333000,1540729040808,28.596,30.470042042042042,44031,59391,93695,28671,28671,28671
343,1000000,1002,342.019,343000,1540729050799,18.345,30.240209912536443,43007,58111,93695,18431,18431,18431
353,1000000,1002,352.059,353000,1540729060839,55.173,30.075308781869687,43007,58111,93695,55295,55295,55295
367,1000000,1002,366.028,367000,1540729074808,18.815,30.10648773841962,43007,58111,94207,18815,18815,18815
386,1000000,1002,385.036,386000,1540729093816,24.019,29.826826424870465,43007,55551,94207,24063,24063,24063
389,500000,1002,388.033,389000,1540729096813,19.498,29.769933161953727,43007,55551,94207,19583,19583,19583
400,1000000,1002,399.035,400000,1540729107815,22.511,29.5263775,41727,55295,93695,22527,22527,22527
427,1000000,1002,426.041,427000,1540729134821,20.089,29.282454332552692,41983,55551,93695,20095,20095,20095
432,1000000,1002,431.038,432000,1540729139818,17.01,29.18890972222222,41983,55551,93695,17023,17023,17023
434,1000000,1002,433.039,434000,1540729141819,17.743,29.14136405529954,41983,55551,93695,17791,17791,17791
459,1000000,1002,458.058,459000,1540729166838,34.993,29.106825708061002,43007,55551,93695,35071,35071,35071
466,1000000,1002,465.046,466000,1540729173826,20.933,28.988639484978542,41983,55551,93695,20991,20991,20991
483,1000000,1001,482.053,483000,1540729190833,23.082,28.870474120082815,41983,55551,93695,23167,23167,23167
484,1000000,1001,483.052,484000,1540729191832,21.461,28.8551652892562,41983,55551,93695,21503,21503,21503
489,1000000,1001,488.055,489000,1540729196835,23.56,28.785382413087934,41983,55551,93695,23679,23679,23679
493,1000000,1001,492.05,493000,1540729200830,19.262,28.82028397565923,41983,55551,93695,19327,19327,19327
494,1000000,1001,493.052,494000,1540729201832,20.736,28.80391902834008,41983,55551,93695,20863,20863,20863
497,1000000,1001,496.059,497000,1540729204839,27.935,28.770557344064386,41983,55551,93695,28031,28031,28031
499,1000000,1001,498.051,499000,1540729206831,19.457,28.731627254509018,41983,55551,93695,19583,19583,19583
501,1000000,1001,500.073,501000,1540729208853,41.503,28.756155688622755,41983,55551,86527,41727,41727,41727
503,1000000,1001,502.055,503000,1540729210835,20.671,28.749838966202784,41983,55551,86527,20735,20735,20735
505,1000000,1001,504.062,505000,1540729212842,28.663,28.73540594059406,41983,55551,86527,28671,28671,28671
507,1000000,1001,506.056,507000,1540729214836,20.135,28.70303550295858,41983,55551,86527,20223,20223,20223
513,1000000,1001,512.057,513000,1540729220837,18.533,28.609682261208576,41727,55551,86527,18559,18559,18559
517,1000000,1001,516.06,517000,1540729224840,20.873,28.566473887814315,41727,55551,86527,20991,20991,20991
536,1000000,1001,535.067,536000,1540729243847,23.612,28.46108208955224,41727,55551,86527,23679,23679,23679
542,1000000,1001,541.063,542000,1540729249843,18.346,28.500557195571957,41727,55551,86527,18431,18431,18431
543,1000000,1001,542.106,543000,1540729250886,61.369,28.561088397790055,41727,55551,86527,61439,61439,61439
552,1000000,1001,551.065,552000,1540729259845,18.475,28.47314311594203,41727,55551,86527,18559,18559,18559
575,1000000,1001,574.069,575000,1540729282849,20.391,28.370264347826087,41727,55551,86527,20479,20479,20479
