75153,200000,954784,78.712,75153000,1540725621380,61762.101,25107.511754753636,54525951,58458111,61341695,61865983,61865983,61865983
75154,1000000,954785,78.713,75154000,1540725621381,61765.181,25107.9995221279,54525951,58458111,61341695,61865983,61865983,61865983
75155,1000000,954785,78.714,75155000,1540725621382,61766.178,25108.487289787772,54525951,58458111,61341695,61865983,61865983,61865983
75156,1000000,954786,78.715,75156000,1540725621383,61767.174,25108.97505771994,54525951,58458111,61341695,61865983,61865983,61865983
75157,1000000,954786,78.716,75157000,1540725621384,61768.093,25109.462824899878,54525951,58458111,61341695,61865983,61865983,61865983
75158,1000000,954787,78.717,75158000,1540725621385,61769.03,25109.9505915671,54525951,58458111,61341695,61865983,61865983,61865983
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
75161,1000000,954801,78.719,75161000,1540725621387,61771.969,25111.41389191203,54525951,58458111,61341695,61865983,61865983,61865983
75162,1000000,954801,78.72,75162000,1540725621388,61772.89,25111.90165801868,54525951,58458111,61341695,61865983,61865983,61865983
75163,1000000,954802,78.721,75163000,1540725621389,61773.863,25112.38942409164,54525951,58458111,61341695,61865983,61865983,61865983
75164,1000000,954802,78.722,75164000,1540725621390,61774.802,25112.87718967857,54525951,58458111,61341695,61865983,61865983,61865983
75165,1000000,954803,78.723,75165000,1540725621391,61775.722,25113.364954526707,54525951,58458111,61341695,61865983,61865983,61865983
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
75166,1000000,954804,78.724,75166000,1540725621392,61776.609,25113.852718197057,54525951,58458111,61341695,61865983,61865983,61865983
75167,1000000,954804,78.725,75167000,1540725621393,61777.539,25114.340481261723,54525951,58458111,61341695,61865983,61865983,61865983
75168,1000000,954805,78.726,75168000,1540725621394,61778.378,25114.82824251011,54525951,58458111,61341695,61865983,61865983,61865983
75169,1000000,954805,78.727,75169000,1540725621395,61779.264,25115.316002567546,54525951,58458111,61341695,61865983,61865983,61865983
