38550,500000,1145310,33.659,38550000,1540725576327,21712.61,8504.239628715954,17432575,18743295,21364735,21757951,21757951,21757951
38551,1000000,1145306,33.66,38551000,1540725576328,21713.762,8504.582279292366,17432575,18743295,21364735,21757951,21757951,21757951
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
38552,1000000,1145301,33.661,38552000,1540725576329,21714.62,8504.924934348412,17432575,18743295,21364735,21757951,21757951,21757951
38553,1000000,1145297,33.662,38553000,1540725576330,21715.496,8505.267594350635,17432575,18743295,21364735,21757951,21757951,21757951
38554,1000000,1145293,33.663,38554000,1540725576331,21716.342,8505.610258520517,17432575,18743295,21364735,21757951,21757951,21757951
38555,1000000,1145288,33.664,38555000,1540725576332,21717.201,8505.952927194916,17432575,18743295,21364735,21757951,21757951,21757951
38556,1000000,1145284,33.665,38556000,1540725576333,21718.034,8506.295599699139,17432575,18743295,21364735,21757951,21757951,21757951
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
38559,1000000,1145305,33.667,38559000,1540725576335,21720.879,8507.32366039057,17432575,18743295,21364735,21757951,21757951,21757951
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
38560,1000000,1145301,33.668,38560000,1540725576336,21721.651,8507.66635560166,17432575,18743295,21364735,21757951,21757951,21757951
38561,1000000,1145296,33.669,38561000,1540725576337,21722.494,8508.009054900029,17432575,18743295,21364735,21757951,21757951,21757951
