36516,333333,1210501,30.166,36516000,1540725572834,18219.752,7873.3886059261695,15794175,17432575,18743295,18350079,18350079,18350079
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
36517,1000000,1210494,30.167,36517000,1540725572835,18221.376,7873.671980447462,15794175,17432575,18743295,18350079,18350079,18350079
36518,1000000,1210487,30.168,36518000,1540725572836,18222.385,7873.955367079248,15794175,17432575,18743295,18350079,18350079,18350079
36519,1000000,1210480,30.169,36519000,1540725572837,18223.32,7874.238763794189,15794175,17432575,18743295,18350079,18350079,18350079
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
36520,1000000,1210473,30.17,36520000,1540725572838,18224.246,7874.522170345016,15794175,17432575,18743295,18350079,18350079,18350079
36521,1000000,1210467,30.171,36521000,1540725572839,18225.219,7874.805588017853,15794175,17432575,18743295,18350079,18350079,18350079
36522,1000000,1210460,30.172,36522000,1540725572840,18226.09,7875.089014018948,15794175,17432575,18743295,18350079,18350079,18350079
36524,1000000,1210486,30.173,36524000,1540725572841,18227.991,7875.655896424269,15794175,17432575,18743295,18350079,18350079,18350079
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
36525,1000000,1210479,30.174,36525000,1540725572842,18228.889,7875.939352498289,15794175,17432575,18743295,18350079,18350079,18350079
36526,1000000,1210472,30.175,36526000,1540725572843,18229.92,7876.222821277994,15794175,17432575,18743295,18350079,18350079,18350079
36527,1000000,1210465,30.176,36527000,1540725572844,18230.824,7876.50629928546,15794175,17432575,18743295,18350079,18350079,18350079
