86053,250000,936020,91.935,86053000,1540725634603,73986.265,30531.445739579096,64749567,70254591,72876031,74448895,74448895,74448895
86054,1000000,936020,91.936,86054000,1540725634604,73988.124,30531.95073270272,64749567,70254591,72876031,74448895,74448895,74448895
86055,1000000,936021,91.937,86055000,1540725634605,73989.094,30532.455725361688,64749567,70254591,72876031,74448895,74448895,74448895
86056,1000000,936022,91.938,86056000,1540725634606,73990.049,30532.960717381706,64749567,70254591,72876031,74448895,74448895,74448895
86057,1000000,936022,91.939,86057000,1540725634607,73991.113,30533.4657100294,64749567,70254591,72876031,74448895,74448895,74448895
86058,1000000,936023,91.94,86058000,1540725634608,73992.107,30533.970702491344,64749567,70254591,72876031,74448895,74448895,74448895
86059,1000000,936024,91.941,86059000,1540725634609,73993.098,30534.475694732682,64749567,70254591,72876031,74448895,74448895,74448895
86060,1000000,936024,91.942,86060000,1540725634610,73994.112,30534.980687020685,64749567,70254591,72876031,74448895,74448895,74448895
86061,1000000,936025,91.943,86061000,1540725634611,73995.154,30535.485679680693,64749567,70254591,72876031,74448895,74448895,74448895
86062,1000000,936026,91.944,86062000,1540725634612,73996.136,30535.990672015523,64749567,70254591,72876031,74448895,74448895,74448895
86063,1000000,936026,91.945,86063000,1540725634613,73997.099,30536.495663804424,64749567,70254591,72876031,74448895,74448895,74448895
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
86064,1000000,936027,91.946,86064000,1540725634614,73998.072,30537.0006551636,64749567,70254591,72876031,74448895,74448895,74448895
86065,1000000,936028,91.947,86065000,1540725634615,73999.125,30537.5056470226,64749567,70254591,72876031,74448895,74448895,74448895
86066,1000000,936029,91.948,86066000,1540725634616,74000.081,30538.010638254364,64749567,70254591,72876031,74448895,74448895,74448895
86067,1000000,936029,91.949,86067000,1540725634617,74001.058,30538.51562910291,64749567,70254591,72876031,74448895,74448895,74448895
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
86070,1000000,936042,91.951,86070000,1540725634619,74003.981,30540.030598710353,64749567,70254591,72876031,74448895,74448895,74448895
