37034,333333,1205494,30.721,37034000,1540725573389,18774.125,8022.072579170492,16187391,17956863,18743295,18874367,18874367,18874367
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
37035,1000000,1205448,30.723,37035000,1540725573391,18777.044,8022.362979370865,16187391,17956863,18743295,18874367,18874367,18874367
37036,1000000,1205441,30.724,37036000,1540725573392,18778.085,8022.653391996976,16187391,17956863,18743295,18874367,18874367,18874367
37037,1000000,1205435,30.725,37037000,1540725573393,18779.045,8022.943814860815,16187391,17956863,18743295,18874367,18874367,18874367
37038,1000000,1205428,30.726,37038000,1540725573394,18780.029,8023.234248609536,16187391,17956863,18743295,18874367,18874367,18874367
37039,1000000,1205421,30.727,37039000,1540725573395,18781.125,8023.524696266098,16187391,17956863,18743295,18874367,18874367,18874367
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
37040,1000000,1205415,30.728,37040000,1540725573396,18782.186,8023.81515688445,16187391,17956863,18743295,18874367,18874367,18874367
37041,1000000,1205408,30.729,37041000,1540725573397,18783.139,8024.105627547852,16187391,17956863,18743295,18874367,18874367,18874367
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
37042,1000000,1205401,30.73,37042000,1540725573398,18784.083,8024.396108012526,16187391,17956863,18743295,18874367,18874367,18874367
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
37043,1000000,1205395,30.731,37043000,1540725573399,18785.088,8024.686599924412,16187391,17956863,18743295,18874367,18874367,18874367
37044,1000000,1205388,30.732,37044000,1540725573400,18786.104,8024.9771035795275,16187391,17956863,18743295,18874367,18874367,18874367
37045,1000000,1205381,30.733,37045000,1540725573401,18787.113,8025.267618787961,16187391,17956863,18743295,18874367,18874367,18874367
