88089,500000,935743,94.138,88089000,1540725636806,76189.048,31561.391097367436,66846719,71303167,75497471,76546047,76546047,76546047
88090,1000000,935743,94.139,88090000,1540725636807,76190.667,31561.89773008287,66846719,71303167,75497471,76546047,76546047,76546047
88091,1000000,935744,94.14,88091000,1540725636808,76191.581,31562.40436167145,66846719,71303167,75497471,76546047,76546047,76546047
88092,1000000,935745,94.141,88092000,1540725636809,76192.527,31562.91099249648,66846719,71303167,75497471,76546047,76546047,76546047
88093,1000000,935746,94.142,88093000,1540725636810,76193.44,31563.417622183373,66846719,71303167,75497471,76546047,76546047,76546047
88094,1000000,935746,94.143,88094000,1540725636811,76194.306,31563.924250198652,66846719,71303167,75497471,76546047,76546047,76546047
88095,1000000,935747,94.144,88095000,1540725636812,76195.14,31564.430876179125,66846719,71303167,75497471,76546047,76546047,76546047
88098,1000000,935759,94.146,88098000,1540725636814,76197.886,31565.950747156574,66846719,71303167,75497471,76546047,76546047,76546047
88099,1000000,935760,94.147,88099000,1540725636815,76198.845,31566.457369186937,66846719,71303167,75497471,76546047,76546047,76546047
88100,1000000,935760,94.148,88100000,1540725636816,76199.764,31566.96399014756,66846719,71303167,75497471,76546047,76546047,76546047
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
88101,1000000,935761,94.149,88101000,1540725636817,76200.692,31567.470610140634,66846719,71303167,75497471,76546047,76546047,76546047
88102,1000000,935762,94.15,88102000,1540725636818,76201.601,31567.977228950534,66846719,71303167,75497471,76546047,76546047,76546047
88103,1000000,935762,94.151,88103000,1540725636819,76202.534,31568.48384684971,66846719,71303167,75497471,76546047,76546047,76546047
88104,1000000,935763,94.152,88104000,1540725636820,76203.393,31568.990462998274,66846719,71303167,75497471,76546047,76546047,76546047
88105,1000000,935764,94.153,88105000,1540725636821,76204.262,31569.49707750979,66846719,71303167,75497471,76546047,76546047,76546047
88106,1000000,935764,94.154,88106000,1540725636822,76205.094,31570.00368996436,66846719,71303167,75497471,76546047,76546047,76546047
