78190,500000,949357,82.361,78190000,1540725625029,65411.546,26602.21085849853,57409535,61079551,64749567,65535999,65535999,65535999
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
78191,1000000,949357,82.362,78191000,1540725625030,65413.501,26602.70722368303,57409535,61079551,64749567,65535999,65535999,65535999
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
78192,1000000,949358,82.363,78192000,1540725625031,65414.609,26603.203590341724,57409535,61079551,64749567,65535999,65535999,65535999
78193,1000000,949358,82.364,78193000,1540725625032,65415.672,26603.699957899044,57409535,61079551,64749567,65535999,65535999,65535999
78194,1000000,949359,82.365,78194000,1540725625033,65416.733,26604.196326329387,57409535,61079551,64749567,65535999,65535999,65535999
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
78195,1000000,949360,82.366,78195000,1540725625034,65417.803,26604.69269574781,57409535,61079551,64749567,65535999,65535999,65535999
78196,1000000,949360,82.367,78196000,1540725625035,65418.95,26605.189067138985,57409535,61079551,64749567,65535999,65535999,65535999
78197,1000000,949361,82.368,78197000,1540725625036,65419.948,26605.68543859739,57409535,61079551,64749567,65535999,65535999,65535999
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
78198,1000000,949362,82.369,78198000,1540725625037,65420.962,26606.18181032763,57409535,61079551,64749567,65535999,65535999,65535999
78201,1000000,949352,82.373,78201000,1540725625041,65424.048,26607.670928146697,57409535,61079551,64749567,65535999,65535999,65535999
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
78202,1000000,949352,82.374,78202000,1540725625042,65425.134,26608.16730244751,57409535,61079551,64749567,65535999,65535999,65535999
78203,1000000,949353,82.375,78203000,1540725625043,65426.204,26608.66367773615,57409535,61079551,64749567,65535999,65535999,65535999
78204,1000000,949354,82.376,78204000,1540725625044,65427.242,26609.160053603395,57409535,61079551,64749567,65535999,65535999,65535999
78205,1000000,949354,82.377,78205000,1540725625045,65428.289,26609.656430164312,57409535,61079551,64749567,65535999,65535999,65535999
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
78206,1000000,949355,82.378,78206000,1540725625046,65429.301,26610.15280697133,57409535,61079551,64749567,65535999,65535999,65535999
78207,1000000,949356,82.379,78207000,1540725625047,65430.306,26610.64918393494,57409535,61079551,64749567,65535999,65535999,65535999
