25251,333333,1254770,20.124,25251000,1540725562792,11177.155,4887.473086808443,9175039,10092543,10944511,11206655,11206655,11206655
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
25252,1000000,1254757,20.125,25252000,1540725562793,11178.819,4887.722229288769,9175039,10092543,10944511,11206655,11206655,11206655
25253,1000000,1254745,20.126,25253000,1540725562794,11179.732,4887.971388191502,9175039,10092543,10944511,11206655,11206655,11206655
25254,1000000,1254732,20.127,25254000,1540725562795,11180.64,4888.220563316702,9175039,10092543,10944511,11206655,11206655,11206655
25255,1000000,1254719,20.128,25255000,1540725562796,11181.427,4888.469749871312,9175039,10092543,10944511,11206655,11206655,11206655
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
25256,1000000,1254707,20.129,25256000,1540725562797,11182.137,4888.718944805195,9175039,10092543,10944511,11206655,11206655,11206655
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
25258,1000000,1254744,20.13,25258000,1540725562798,11183.895,4889.217379246179,9175039,10092543,10944511,11206655,11206655,11206655
25259,1000000,1254731,20.131,25259000,1540725562799,11184.596,4889.466612336197,9175039,10092543,10944511,11206655,11206655,11206655
25260,1000000,1254718,20.132,25260000,1540725562800,11185.264,4889.715852137767,9175039,10092543,10944511,11206655,11206655,11206655
