50505,500000,1018595,49.583,50505000,1540725592251,35636.64,13322.008812117612,30277631,32636927,35651583,35651583,35651583,35651583
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
50506,1000000,1018594,49.584,50506000,1540725592252,35637.767,13322.450655823071,30277631,32636927,35651583,35651583,35651583,35651583
50507,1000000,1018594,49.585,50507000,1540725592253,35638.574,13322.892498010176,30277631,32636927,35651583,35651583,35651583,35651583
50508,1000000,1018593,49.586,50508000,1540725592254,35639.381,13323.334338679022,30277631,32636927,35651583,35651583,35651583,35651583
50509,1000000,1018593,49.587,50509000,1540725592255,35640.233,13323.776178720624,30277631,32636927,35651583,35651583,35651583,35651583
50511,1000000,1018613,49.588,50511000,1540725592256,35641.977,13324.65985603136,30277631,32636927,35651583,35651583,35651583,35651583
50512,1000000,1018612,49.589,50512000,1540725592257,35642.778,13325.10169397371,30277631,32636927,35651583,35651583,35651583,35651583
50513,1000000,1018612,49.59,50513000,1540725592258,35643.547,13325.543529645834,30277631,32636927,35651583,35651583,35651583,35651583
50514,1000000,1018612,49.591,50514000,1540725592259,35644.288,13325.985362493566,30277631,32636927,35651583,35651583,35651583,35651583
50515,1000000,1018611,49.592,50515000,1540725592260,35645.052,13326.427192972384,30277631,32636927,35651583,35651583,35651583,35651583
50517,1000000,1018631,49.593,50517000,1540725592261,35646.862,13327.31085604846,30277631,32636927,35651583,35651583,35651583,35651583
50518,1000000,1018631,49.594,50518000,1540725592262,35647.519,13327.752682885308,30277631,32636927,35651583,35651583,35651583,35651583
