49478,333333,1020080,48.504,49478000,1540725591172,35555.673,12866.633758822103,29360127,31719423,35127295,35651583,35651583,35651583
49479,1000000,1020080,48.505,49479000,1540725591173,35558.132,12867.092367489238,29360127,31719423,35127295,35651583,35651583,35651583
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
49482,1000000,1020100,48.507,49482000,1540725591175,35560.846,12868.468192413402,29360127,31719423,35127295,35651583,35651583,35651583
49483,1000000,1020099,48.508,49483000,1540725591176,35561.669,12868.926798415618,29360127,31719423,35127295,35651583,35651583,35651583
49484,1000000,1020099,48.509,49484000,1540725591177,35562.58,12869.385404292296,29360127,31719423,35127295,35651583,35651583,35651583
49485,1000000,1020098,48.51,49485000,1540725591178,35563.527,12869.844010770941,29360127,31719423,35127295,35651583,35651583,35651583
49486,1000000,1020098,48.511,49486000,1540725591179,35564.525,12870.302618882108,29360127,31719423,35127295,35651583,35651583,35651583
49487,1000000,1020098,48.512,49487000,1540725591180,35565.486,12870.761227878029,29360127,31719423,35127295,35651583,35651583,35651583
49488,1000000,1020097,48.513,49488000,1540725591181,35566.469,12871.2198382032,29360127,31719423,35127295,35651583,35651583,35651583
49489,1000000,1020097,48.514,49489000,1540725591182,35567.365,12871.678448099578,29360127,31719423,35127295,35651583,35651583,35651583
49490,1000000,1020096,48.515,49490000,1540725591183,35568.259,12872.137057526774,29360127,31719423,35127295,35651583,35651583,35651583
49491,1000000,1020096,48.516,49491000,1540725591184,35569.12,12872.595665818028,29360127,31719423,35127295,35651583,35651583,35651583
