Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
7009,1000000,973742,7.198,7009000,1540725549866,2254.854,1372.1450333856471,2211839,2441215,2654207,2260991,2260991,2260991
7010,1000000,973746,7.199,7010000,1540725549867,2255.945,1372.2711104136947,2211839,2441215,2654207,2260991,2260991,2260991
7011,1000000,973750,7.2,7011000,1540725549868,2256.097,1372.3971731564684,2211839,2441215,2654207,2260991,2260991,2260991
7013,1000000,973892,7.201,7013000,1540725549869,2257.184,1372.6494745472694,2211839,2441215,2654207,2260991,2260991,2260991
