61641,500000,974946,63.225,61641000,1540725605893,48275.117,18515.847118281665,41943039,45088767,47710207,48496639,48496639,48496639
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
61642,1000000,974947,63.226,61642000,1540725605894,48276.522,18516.32991693975,41943039,45088767,47710207,48496639,48496639,48496639
61643,1000000,974947,63.227,61643000,1540725605895,48277.374,18516.812713755007,41943039,45088767,47710207,48496639,48496639,48496639
61644,1000000,974947,63.228,61644000,1540725605896,48278.153,18517.295507543313,41943039,45088767,47710207,48496639,48496639,48496639
61646,1000000,974964,63.229,61646000,1540725605897,48279.975,18518.261091425233,41943039,45088767,47710207,48496639,48496639,48496639
61647,1000000,974964,63.23,61647000,1540725605898,48280.665,18518.74387897221,41943039,45088767,47710207,48496639,48496639,48496639
61648,1000000,974964,63.231,61648000,1540725605899,48281.441,18519.22666344407,41943039,45088767,47710207,48496639,48496639,48496639
61649,1000000,974965,63.232,61649000,1540725605900,48282.178,18519.70944420834,41943039,45088767,47710207,48496639,48496639,48496639
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
61652,1000000,974981,63.234,61652000,1540725605902,48284.708,18521.15777645494,41943039,45088767,47710207,48496639,48496639,48496639
61653,1000000,974982,63.235,61653000,1540725605903,48285.37,18521.64054634811,41943039,45088767,47710207,48496639,48496639,48496639
61654,1000000,974982,63.236,61654000,1540725605904,48286.057,18522.123311723488,41943039,45088767,47710207,48496639,48496639,48496639
61656,1000000,974998,63.237,61656000,1540725605905,48287.763,18523.088838458545,41943039,45088767,47710207,48496639,48496639,48496639
