49730,76923,1017681,48.866,49730000,1540725591534,34908.361,12979.762110717877,29491199,31981567,35389439,35127295,35127295,35127295
49732,1000000,1017701,48.867,49732000,1540725591535,34920.992,12980.644469516608,29491199,31981567,35389439,35127295,35127295,35127295
49733,1000000,1017700,48.868,49733000,1540725591536,34921.82,12981.08564892526,29491199,31981567,35389439,35127295,35127295,35127295
49734,1000000,1017700,48.869,49734000,1540725591537,34922.641,12981.526827100173,29491199,31981567,35389439,35127295,35127295,35127295
49735,1000000,1017700,48.87,49735000,1540725591538,34923.39,12981.968002593747,29491199,31981567,35389439,35127295,35127295,35127295
49736,1000000,1017699,48.871,49736000,1540725591539,34924.167,12982.409175969116,29491199,31981567,35389439,35127295,35127295,35127295
49739,1000000,1017719,48.873,49739000,1540725591541,34926.826,12983.732696716863,29491199,31981567,35389439,35127295,35127295,35127295
49740,1000000,1017719,48.874,49740000,1540725591542,34927.746,12984.173871089666,29491199,31981567,35389439,35127295,35127295,35127295
49741,1000000,1017718,48.875,49741000,1540725591543,34928.512,12984.615043123378,29491199,31981567,35389439,35127295,35127295,35127295
49742,1000000,1017718,48.876,49742000,1540725591544,34929.346,12985.056214185195,29491199,31981567,35389439,35127295,35127295,35127295
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
49743,1000000,1017717,48.877,49743000,1540725591545,34930.16,12985.497383873108,29491199,31981567,35389439,35127295,35127295,35127295
