76604,200000,953948,80.302,76604000,1540725622970,63353.718,25816.98578112109,55836671,60293119,62652415,63438847,63438847,63438847
76605,1000000,953949,80.303,76605000,1540725622971,63355.039,25817.475802049474,55836671,60293119,62652415,63438847,63438847,63438847
76608,1000000,953963,80.305,76608000,1540725622973,63357.934,25818.94586400898,55836671,60293119,62652415,63438847,63438847,63438847
76609,1000000,953963,80.306,76609000,1540725622974,63358.804,25819.43588291193,55836671,60293119,62652415,63438847,63438847,63438847
76610,1000000,953964,80.307,76610000,1540725622975,63359.705,25819.925900783186,55836671,60293119,62652415,63438847,63438847,63438847
76611,1000000,953964,80.308,76611000,1540725622976,63360.577,25820.41591724426,55836671,60293119,62652415,63438847,63438847,63438847
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
76612,1000000,953965,80.309,76612000,1540725622977,63361.516,25820.90593316974,55836671,60293119,62652415,63438847,63438847,63438847
76613,1000000,953965,80.31,76613000,1540725622978,63362.443,25821.395948403013,55836671,60293119,62652415,63438847,63438847,63438847
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
76614,1000000,953966,80.311,76614000,1540725622979,63363.358,25821.88596278748,55836671,60293119,62652415,63438847,63438847,63438847
Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
76615,1000000,953967,80.312,76615000,1540725622980,63364.297,25822.375976636427,55836671,60293119,62652415,63438847,63438847,63438847
76616,1000000,953967,80.313,76616000,1540725622981,63365.181,25822.865989232014,55836671,60293119,62652415,63438847,63438847,63438847
76617,1000000,953968,80.314,76617000,1540725622982,63366.077,25823.35600073091,55836671,60293119,62652415,63438847,63438847,63438847
76619,1000000,953981,80.315,76619000,1540725622983,63367.978,25824.33602221381,55836671,60293119,62652415,63438847,63438847,63438847
76620,1000000,953981,80.316,76620000,1540725622984,63368.848,25824.826031506134,55836671,60293119,62652415,63438847,63438847,63438847
