Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,1000000,1000000,0.001,1000,1540739517372,3.419,3.419,3423,3423,3423,3423,3423,3423
2,1000000,2087,0.958,2000,1540739518329,1.347,2.383,3423,3423,3423,1351,1351,1351
3,1000000,1532,1.958,3000,1540739519329,1.249,2.005,3423,3423,3423,1255,1255,1255
4,1000000,1353,2.955,4000,1540739520326,1.354,1.84225,3423,3423,3423,1359,1359,1359
5,1000000,1263,3.957,5000,1540739521328,1.116,1.697,3423,3423,3423,1119,1119,1119
9,1000000,1131,7.955,9000,1540739525326,1.172,1.4248888888888889,3423,3423,3423,1175,1175,1175
12,1000000,1095,10.957,12000,1540739528328,1.269,1.3410833333333334,1359,3423,3423,1271,1271,1271
13,1000000,1087,11.958,13000,1540739529329,1.026,1.3168461538461538,1359,3423,3423,1031,1031,1031
14,1000000,1080,12.957,14000,1540739530328,1.124,1.3030714285714287,1359,3423,3423,1127,1127,1127
18,1000000,1061,16.957,18000,1540739534328,0.544,1.2152777777777777,1359,3423,3423,547,547,547
20,1000000,1054,18.958,20000,1540739536329,0.819,1.1847,1351,1359,3423,819,819,819
21,1000000,1051,19.962,21000,1540739537333,0.289,1.142047619047619,1351,1359,3423,289,289,289
22,1000000,1049,20.957,22000,1540739538328,0.838,1.1282272727272726,1351,1359,3423,839,839,839
25,1000000,1043,23.961,25000,1540739541332,0.68,1.10004,1351,1359,3423,683,683,683
27,1000000,1039,25.964,27000,1540739543335,4.191,1.2108148148148148,1359,3423,4191,4191,4191,4191
30,1000000,1036,28.957,30000,1540739546328,0.484,1.208,1359,3423,4191,485,485,485
31,1000000,1034,29.954,31000,1540739547325,0.235,1.1766129032258064,1359,3423,4191,235,235,235
32,1000000,1033,30.957,32000,1540739548328,0.763,1.1636875,1359,3423,4191,763,763,763
34,1000000,1031,32.96,34000,1540739550331,0.156,1.1292352941176471,1359,3423,4191,156,156,156
35,1000000,1030,33.957,35000,1540739551328,0.947,1.1240285714285714,1359,3423,4191,947,947,947
36,1000000,1029,34.958,36000,1540739552329,0.946,1.1190833333333334,1359,3423,4191,947,947,947
39,1000000,1027,37.959,39000,1540739555330,0.597,1.073948717948718,1359,3423,4191,599,599,599
40,1000000,1026,38.959,40000,1540739556330,0.8,1.0671,1351,2079,4191,803,803,803
41,1000000,1026,39.958,41000,1540739557329,0.105,1.0436341463414633,1351,2079,4191,105,105,105
43,1000000,1024,41.966,43000,1540739559337,1.025,1.042186046511628,1351,2079,4191,1031,1031,1031
44,1000000,1024,42.961,44000,1540739560332,0.372,1.0269545454545455,1351,2079,4191,373,373,373
45,1000000,1023,43.96,45000,1540739561331,0.103,1.0064222222222223,1351,2079,4191,103,103,103
51,1000000,1020,49.959,51000,1540739567330,0.993,0.9801960784313726,1271,2079,4191,995,995,995
52,1000000,1020,50.959,52000,1540739568330,0.655,0.9739423076923077,1271,2079,4191,655,655,655
56,1000000,1018,54.961,56000,1540739572332,0.304,0.9283571428571429,1271,2079,4191,305,305,305
58,1000000,1018,56.963,58000,1540739574334,0.781,0.927051724137931,1271,2079,4191,783,783,783
59,1000000,1017,57.964,59000,1540739575335,0.115,0.9132881355932203,1271,2079,4191,115,115,115
61,1000000,1017,59.964,61000,1540739577335,0.286,0.888360655737705,1255,1359,4191,287,287,287
65,1000000,1016,63.961,65000,1540739581332,0.971,0.8794,1255,1359,4191,971,971,971
66,500000,1015,64.963,66000,1540739582334,1.952,0.8956515151515152,1271,1959,4191,1959,1959,1959
79,1000000,1013,77.964,79000,1540739595335,0.396,0.7785949367088607,1255,1959,4191,397,397,397
86,1000000,1012,84.969,86000,1540739602340,0.932,0.7585813953488372,1175,1359,4191,935,935,935
89,1000000,1011,87.967,89000,1540739605338,0.343,0.7413932584269662,1175,1359,4191,343,343,343
101,1000000,1010,99.97,101000,1540739617341,0.78,0.6885544554455445,1119,1351,3423,783,783,783
102,1000000,1010,100.972,102000,1540739618343,0.733,0.6889901960784314,1119,1351,3423,735,735,735
114,1000000,1009,112.972,114000,1540739630343,0.848,0.694078947368421,1119,1359,4015,851,851,851
128,1000000,1008,126.982,128000,1540739644353,0.467,0.6387578125,1119,1351,4015,467,467,467
131,1000000,1007,129.979,131000,1540739647350,0.956,0.6380458015267175,1063,1351,4015,959,959,959
137,1000000,1007,135.98,137000,1540739653351,0.712,0.6295182481751824,1063,1351,4015,715,715,715
139,1000000,1007,137.979,139000,1540739655350,0.27,0.6224028776978417,1063,1351,4015,271,271,271
189,1000000,1005,187.996,189000,1540739705367,0.711,0.49853968253968256,1003,1175,4015,711,711,711
193,1000000,1004,192.057,193000,1540739709428,0.184,0.48916062176165803,1003,1175,4015,184,184,184
203,1000000,1004,202.06,203000,1540739719431,0.914,0.47449261083743843,1003,1127,3423,915,915,915
208,1000000,1004,207.064,208000,1540739724435,0.174,0.46392307692307694,1003,1127,3423,174,174,174
217,1000000,1004,216.121,217000,1540739733492,0.602,0.4474562211981567,1003,1127,3423,603,603,603
223,1000000,1003,222.269,223000,1540739739640,0.127,0.4359865470852018,1003,1119,3423,127,127,127
240,1000000,933,256.984,240000,1540739774355,0.543,0.4115333333333333,1003,1119,3423,543,543,543
242,1000000,941,256.993,242000,1540739774364,0.489,0.41015289256198345,1003,1119,3423,489,489,489
261,1000000,1003,260.016,261000,1540739777387,0.86,0.3894942528735632,1003,1063,3423,863,863,863
269,1000000,1003,268.018,269000,1540739785389,0.987,0.3889702602230483,1003,1063,3423,987,987,987
274,1000000,1003,273.02,274000,1540739790391,0.764,0.38466058394160585,1003,1063,3423,767,767,767
297,1000000,1003,296.025,297000,1540739813396,0.499,0.38881144781144783,1003,1063,4015,499,499,499
322,1000000,1003,321.031,322000,1540739838402,0.819,0.36769565217391303,1003,1039,3423,819,819,819
324,1000000,1003,323.03,324000,1540739840401,0.155,0.3659043209876543,1003,1039,3423,155,155,155
339,1000000,1002,338.032,339000,1540739855403,0.219,0.3674395280235988,1003,1039,3423,219,219,219
341,1000000,1002,340.098,341000,1540739857469,0.292,0.36616422287390027,1003,1031,3423,293,293,293
345,1000000,1002,344.031,345000,1540739861402,0.53,0.3634550724637681,1003,1031,3423,531,531,531
378,1000000,1002,377.04,378000,1540739894411,0.102,0.34293915343915343,1003,1031,3423,102,102,102
383,1000000,1002,382.042,383000,1540739899413,0.077,0.3386631853785901,1003,1003,3423,77,77,77
384,1000000,1002,383.043,384000,1540739900414,0.575,0.33927864583333334,1003,1003,3423,575,575,575
