Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
28,1000,1036,27.002,28000,1540740145460,0.0,0.45,1003,1003,1271,0,0,0
29,996,1035,28.006,29000,1540740146464,0.001,0.43451724137931036,1003,1003,1271,1,1,1
30,1002,1034,29.004,30000,1540740147462,0.313,0.43046666666666666,1003,1003,1271,313,313,313
31,901,1029,30.113,31000,1540740148571,0.0,0.41658064516129034,1003,1003,1271,0,0,0
32,1119,1032,31.006,32000,1540740149464,0.0,0.4035625,1003,1003,1271,0,0,0
33,1002,1031,32.005,33000,1540740150463,0.999,0.4216060606060606,1003,1003,1271,999,999,999
34,1000,1030,33.005,34000,1540740151463,0.0,0.4092058823529412,1003,1003,1271,0,0,0
35,1000,1029,34.005,35000,1540740152463,0.925,0.4239428571428571,1003,1003,1271,927,927,927
36,1001,1028,35.004,36000,1540740153462,0.0,0.4121666666666667,1003,1003,1271,0,0,0
37,999,1027,36.005,37000,1540740154463,0.272,0.40837837837837837,1003,1003,1271,273,273,273
38,1001,1026,37.005,38000,1540740155463,0.999,0.4239210526315789,1003,1003,1271,999,999,999
39,1001,1026,38.005,39000,1540740156463,0.999,0.43866666666666665,1003,1003,1271,999,999,999
40,1000,1025,39.006,40000,1540740157464,0.999,0.452675,999,1003,1271,999,999,999
41,999,1024,40.007,41000,1540740158465,0.127,0.4447317073170732,999,1003,1271,127,127,127
42,1000,1024,41.007,42000,1540740159465,0.0,0.43414285714285716,999,1003,1271,0,0,0
43,1000,1023,42.007,43000,1540740160465,0.719,0.4407674418604651,999,1003,1271,719,719,719
44,999,1023,43.008,44000,1540740161466,0.0,0.43075,999,1003,1271,0,0,0
45,1002,1022,44.006,45000,1540740162464,0.0,0.42117777777777776,999,1003,1271,0,0,0
46,999,1022,45.007,46000,1540740163465,0.087,0.41391304347826086,999,1003,1271,87,87,87
47,999,1021,46.008,47000,1540740164466,0.999,0.42636170212765956,999,1003,1271,999,999,999
48,1000,1021,47.008,48000,1540740165466,0.0,0.4174791666666667,999,1003,1271,0,0,0
49,999,1020,48.009,49000,1540740166467,0.697,0.42318367346938773,999,1003,1271,699,699,699
50,1001,1020,49.009,50000,1540740167467,0.999,0.4347,999,1003,1271,999,999,999
51,1000,1019,50.009,51000,1540740168467,0.001,0.4261960784313725,999,1003,1271,1,1,1
52,1001,1019,51.008,52000,1540740169466,0.999,0.4372115384615385,999,1003,1271,999,999,999
53,1000,1019,52.008,53000,1540740170466,0.432,0.4371132075471698,999,1003,1271,433,433,433
54,998,1018,53.011,54000,1540740171469,0.999,0.44751851851851854,999,1003,1271,999,999,999
55,1001,1018,54.01,55000,1540740172468,0.001,0.4394,999,1003,1271,1,1,1
56,999,1017,55.011,56000,1540740173469,0.135,0.4339642857142857,999,1003,1271,135,135,135
57,1001,1017,56.01,57000,1540740174468,0.505,0.4352105263157895,999,1003,1271,505,505,505
58,996,1017,57.014,58000,1540740175472,0.001,0.4277241379310345,999,1003,1271,1,1,1
59,971,1016,58.043,59000,1540740176501,0.999,0.43740677966101693,999,1003,1271,999,999,999
60,1031,1016,59.012,60000,1540740177470,0.0,0.43011666666666665,999,1003,1271,0,0,0
61,1001,1016,60.011,61000,1540740178469,0.001,0.42308196721311475,999,1003,1271,1,1,1
62,999,1016,61.012,62000,1540740179470,0.452,0.42354838709677417,999,1003,1271,453,453,453
63,1001,1015,62.011,63000,1540740180469,0.0,0.4168253968253968,999,1003,1271,0,0,0
64,999,1015,63.012,64000,1540740181470,0.518,0.41840625,999,1003,1271,519,519,519
65,999,1015,64.013,65000,1540740182471,0.0,0.41196923076923075,999,1003,1271,0,0,0
66,1000,1015,65.013,66000,1540740183471,0.0,0.4057272727272727,999,1003,1271,0,0,0
67,1000,1014,66.013,67000,1540740184471,0.0,0.39967164179104475,999,1003,1271,0,0,0
68,1000,1014,67.013,68000,1540740185471,0.0,0.39379411764705885,999,1003,1271,0,0,0
69,1000,1014,68.014,69000,1540740186472,0.999,0.40256521739130435,999,1003,1271,999,999,999
70,1002,1014,69.012,70000,1540740187470,0.0,0.39681428571428573,999,1003,1271,0,0,0
71,1000,1014,70.012,71000,1540740188470,0.0,0.39122535211267606,999,1003,1271,0,0,0
72,1000,1013,71.013,72000,1540740189471,1.0,0.39968055555555554,999,1003,1271,1003,1003,1003
73,999,1013,72.014,73000,1540740190472,0.692,0.4036849315068493,999,1003,1271,695,695,695
74,1001,1013,73.013,74000,1540740191471,0.0,0.39822972972972975,999,1003,1271,0,0,0
75,1001,1013,74.012,75000,1540740192470,0.0,0.39292,999,1003,1271,0,0,0
76,990,1013,75.022,76000,1540740193480,0.0,0.38775,999,1003,1271,0,0,0
77,1009,1012,76.013,77000,1540740194471,0.163,0.38483116883116886,999,1003,1271,163,163,163
78,1001,1012,77.013,78000,1540740195471,0.999,0.3927051282051282,999,1003,1271,999,999,999
79,1001,1012,78.012,79000,1540740196470,0.0,0.3877341772151899,999,1003,1271,0,0,0
80,999,1012,79.013,80000,1540740197471,0.001,0.3829,999,1003,1271,1,1,1
81,999,1012,80.014,81000,1540740198472,0.127,0.37974074074074077,999,1003,1271,127,127,127
82,999,1012,81.015,82000,1540740199473,0.0,0.375109756097561,999,1003,1271,0,0,0
83,1002,1012,82.014,83000,1540740200472,0.999,0.38262650602409637,999,1003,1271,999,999,999
84,1000,1011,83.014,84000,1540740201472,0.001,0.3780833333333333,999,1003,1271,1,1,1
85,1001,1011,84.013,85000,1540740202471,0.999,0.38538823529411764,999,1003,1271,999,999,999
86,1001,1011,85.013,86000,1540740203471,0.999,0.3925232558139535,999,1003,1271,999,999,999
87,1000,1011,86.013,87000,1540740204471,0.0,0.38801149425287357,999,1003,1271,0,0,0
88,999,1011,87.014,88000,1540740205472,0.001,0.3836136363636364,999,1003,1271,1,1,1
89,1001,1011,88.013,89000,1540740206471,0.651,0.3866179775280899,999,1003,1271,651,651,651
90,1000,1011,89.013,90000,1540740207471,0.0,0.38232222222222223,999,1003,1271,0,0,0
91,999,1010,90.014,91000,1540740208472,0.0,0.3781208791208791,999,1003,1271,0,0,0
92,1000,1010,91.015,92000,1540740209473,0.999,0.3848695652173913,999,1003,1271,999,999,999
93,1001,1010,92.014,93000,1540740210472,0.0,0.3807311827956989,999,1003,1271,0,0,0
94,1000,1010,93.014,94000,1540740211472,0.001,0.3766914893617021,999,1003,1271,1,1,1
95,1001,1010,94.013,95000,1540740212471,0.999,0.3832421052631579,999,1003,1271,999,999,999
96,999,1010,95.014,96000,1540740213472,0.0,0.37925,999,1003,1271,0,0,0
97,1001,1010,96.014,97000,1540740214472,1.0,0.3856494845360825,999,1003,1271,1003,1003,1003
98,999,1010,97.015,98000,1540740215473,0.999,0.39190816326530614,999,1003,1271,999,999,999
99,1000,1010,98.016,99000,1540740216474,1.0,0.39805050505050504,999,1003,1271,1003,1003,1003
100,999,1009,99.017,100000,1540740217475,0.962,0.40369,999,1003,1003,963,963,963
101,1002,1009,100.015,101000,1540740218473,0.0,0.3996930693069307,999,1003,1003,0,0,0
102,999,1009,101.016,102000,1540740219474,0.0,0.3957745098039216,999,1003,1003,0,0,0
103,1000,1009,102.016,103000,1540740220474,0.0,0.3919320388349515,999,1003,1003,0,0,0
104,998,1009,103.018,104000,1540740221476,0.0,0.38816346153846154,999,1003,1003,0,0,0
105,1001,1009,104.017,105000,1540740222475,0.225,0.3866095238095238,999,1003,1003,225,225,225
106,998,1009,105.019,106000,1540740223477,0.0,0.3829622641509434,999,1003,1003,0,0,0
107,1001,1009,106.018,107000,1540740224476,0.0,0.37938317757009343,999,1003,1003,0,0,0
108,1000,1009,107.019,108000,1540740225477,0.999,0.3851203703703704,999,1003,1003,999,999,999
109,1000,1009,108.019,109000,1540740226477,0.001,0.3815963302752294,999,1003,1003,1,1,1
110,1001,1009,109.018,110000,1540740227476,1.0,0.3872181818181818,999,1003,1003,1003,1003,1003
111,1001,1008,110.017,111000,1540740228475,0.999,0.39272972972972975,999,1003,1003,999,999,999
112,998,1008,111.019,112000,1540740229477,0.293,0.3918392857142857,999,1003,1003,293,293,293
113,1001,1008,112.02,113000,1540740230478,1.999,0.40606194690265485,999,1003,1271,1999,1999,1999
114,996,1008,113.024,114000,1540740231482,1.0,0.4112719298245614,999,1003,1271,1003,1003,1003
115,1003,1008,114.021,115000,1540740232479,0.277,0.41010434782608696,999,1003,1271,277,277,277
116,1002,1008,115.02,116000,1540740233478,0.999,0.4151810344827586,999,1003,1271,999,999,999
117,999,1008,116.021,117000,1540740234479,0.0,0.41163247863247865,999,1003,1271,0,0,0
118,1000,1008,117.021,118000,1540740235479,0.0,0.40814406779661017,999,1003,1271,0,0,0
119,1000,1008,118.022,119000,1540740236480,0.999,0.413109243697479,999,1003,1271,999,999,999
120,1001,1008,119.022,120000,1540740237480,0.999,0.41799166666666665,999,1003,1271,999,999,999
121,1000,1008,120.023,121000,1540740238481,0.999,0.42279338842975206,999,1003,1271,999,999,999
122,998,1008,121.025,122000,1540740239483,0.0,0.41932786885245904,999,1003,1271,0,0,0
123,1004,1008,122.022,123000,1540740240480,0.999,0.42404065040650407,999,1003,1271,999,999,999
124,999,1007,123.024,124000,1540740241482,1.0,0.4286854838709677,999,1003,1271,1003,1003,1003
125,1000,1007,124.024,125000,1540740242482,0.887,0.432352,999,1003,1271,887,887,887
126,999,1007,125.026,126000,1540740243484,1.0,0.43685714285714283,999,1003,1271,1003,1003,1003
127,1001,1007,126.025,127000,1540740244483,0.721,0.4390944881889764,999,1003,1271,723,723,723
128,1001,1007,127.025,128000,1540740245483,1.0,0.4434765625,1003,1003,1271,1003,1003,1003
129,1000,1007,128.025,129000,1540740246483,1.0,0.4477906976744186,1003,1003,1271,1003,1003,1003
130,1001,1007,129.024,130000,1540740247482,0.865,0.451,1003,1003,1271,867,867,867
131,1000,1007,130.024,131000,1540740248482,0.0,0.44755725190839696,1003,1003,1271,0,0,0
132,1000,1007,131.025,132000,1540740249483,0.999,0.45173484848484846,1003,1003,1271,999,999,999
133,1000,1007,132.025,133000,1540740250483,1.871,0.462406015037594,1003,1003,1871,1871,1871,1871
134,1000,1007,133.025,134000,1540740251483,0.999,0.466410447761194,1003,1003,1871,999,999,999
135,999,1007,134.026,135000,1540740252484,0.0,0.46295555555555556,1003,1003,1871,0,0,0
136,1001,1007,135.026,136000,1540740253484,0.999,0.4668970588235294,1003,1003,1871,999,999,999
137,999,1007,136.028,137000,1540740254486,0.999,0.47078102189781024,1003,1003,1871,999,999,999
138,1001,1007,137.027,138000,1540740255485,0.0,0.4673695652173913,1003,1003,1871,0,0,0
139,1001,1007,138.026,139000,1540740256484,0.0,0.4640071942446043,1003,1003,1871,0,0,0
140,999,1006,139.027,140000,1540740257485,0.483,0.46414285714285713,1003,1003,1871,483,483,483
141,1000,1006,140.028,141000,1540740258486,0.999,0.46793617021276596,1003,1003,1871,999,999,999
142,1002,1006,141.026,142000,1540740259484,0.0,0.4646408450704225,1003,1003,1871,0,0,0
143,999,1006,142.027,143000,1540740260485,0.043,0.4616923076923077,1003,1003,1871,43,43,43
144,1000,1006,143.027,144000,1540740261485,0.363,0.46100694444444446,1003,1003,1871,363,363,363
145,1000,1006,144.027,145000,1540740262485,0.0,0.45782758620689656,1003,1003,1871,0,0,0
146,999,1006,145.028,146000,1540740263486,0.594,0.4587602739726027,1003,1003,1871,595,595,595
147,1000,1006,146.028,147000,1540740264486,0.017,0.4557551020408163,1003,1003,1871,17,17,17
148,999,1006,147.029,148000,1540740265487,0.0,0.4526756756756757,1003,1003,1871,0,0,0
149,1001,1006,148.028,149000,1540740266486,0.0,0.44963758389261743,1003,1003,1871,0,0,0
150,999,1006,149.029,150000,1540740267487,0.403,0.44932666666666665,999,1003,1871,403,403,403
151,999,1006,150.03,151000,1540740268488,0.991,0.4529139072847682,999,1003,1871,991,991,991
152,1002,1006,151.029,152000,1540740269487,0.999,0.4565065789473684,999,1003,1871,999,999,999
153,997,1006,152.032,153000,1540740270490,0.0,0.45352287581699346,999,1003,1871,0,0,0
154,1001,1006,153.031,154000,1540740271489,0.0,0.4505779220779221,999,1003,1871,0,0,0
155,1001,1006,154.03,155000,1540740272488,0.0,0.4476709677419355,999,1003,1871,0,0,0
156,1001,1006,155.029,156000,1540740273487,0.484,0.44790384615384615,999,1003,1871,485,485,485
157,999,1006,156.03,157000,1540740274488,0.0,0.44505095541401274,999,1003,1871,0,0,0
158,1000,1006,157.031,158000,1540740275489,0.999,0.4485569620253165,999,1003,1871,999,999,999
159,1000,1006,158.031,159000,1540740276489,0.001,0.4457421383647799,999,1003,1871,1,1,1
160,1001,1006,159.03,160000,1540740277488,0.539,0.446325,999,1003,1871,539,539,539
161,1001,1006,160.03,161000,1540740278488,0.999,0.44975776397515527,999,1003,1871,999,999,999
162,1000,1006,161.031,162000,1540740279489,0.999,0.45314814814814813,999,1003,1871,999,999,999
163,1000,1005,162.031,163000,1540740280489,0.0,0.4503680981595092,999,1003,1871,0,0,0
164,999,1005,163.032,164000,1540740281490,0.0,0.4476219512195122,999,1003,1871,0,0,0
165,1001,1005,164.031,165000,1540740282489,0.516,0.4480363636363636,999,1003,1871,519,519,519
166,1001,1005,165.031,166000,1540740283489,0.999,0.45135542168674697,999,1003,1871,999,999,999
167,1001,1005,166.03,167000,1540740284488,0.0,0.44865269461077845,999,1003,1871,0,0,0
168,999,1005,167.032,168000,1540740285490,0.999,0.4519285714285714,999,1003,1871,999,999,999
169,1001,1005,168.032,169000,1540740286490,0.999,0.4551656804733728,999,1003,1871,999,999,999
170,1001,1005,169.031,170000,1540740287489,0.0,0.45248823529411764,999,1003,1871,0,0,0
171,997,1005,170.034,171000,1540740288492,0.001,0.4498479532163743,999,1003,1871,1,1,1
172,1001,1005,171.033,172000,1540740289491,1.0,0.453046511627907,999,1003,1871,1003,1003,1003
173,1001,1005,172.032,173000,1540740290490,0.692,0.45442774566473987,999,1003,1871,695,695,695
174,999,1005,173.033,174000,1540740291491,0.0,0.451816091954023,999,1003,1871,0,0,0
175,1001,1005,174.032,175000,1540740292490,0.0,0.4492342857142857,999,1003,1871,0,0,0
176,1001,1005,175.031,176000,1540740293489,0.332,0.4485681818181818,999,1003,1871,333,333,333
177,980,1005,176.051,177000,1540740294509,0.0,0.4460338983050847,999,1003,1871,0,0,0
178,1018,1005,177.033,178000,1540740295491,0.0,0.4435280898876405,999,1003,1871,0,0,0
179,999,1005,178.034,179000,1540740296492,0.703,0.44497765363128494,999,1003,1871,703,703,703
180,1001,1005,179.034,180000,1540740297492,0.999,0.44805555555555554,999,1003,1871,999,999,999
181,999,1005,180.035,181000,1540740298493,0.0,0.44558011049723756,999,1003,1871,0,0,0
182,1001,1005,181.034,182000,1540740299492,0.264,0.44458241758241757,999,1003,1871,265,265,265
183,1000,1005,182.035,183000,1540740300493,0.999,0.4476120218579235,999,1003,1871,999,999,999
184,1001,1005,183.034,184000,1540740301492,0.0,0.445179347826087,999,1003,1871,0,0,0
185,1002,1005,184.033,185000,1540740302491,0.999,0.448172972972973,999,1003,1871,999,999,999
186,1000,1005,185.033,186000,1540740303491,0.601,0.44899462365591397,999,1003,1871,603,603,603
187,1000,1005,186.033,187000,1540740304491,0.298,0.4481871657754011,999,1003,1871,299,299,299
188,1000,1005,187.033,188000,1540740305491,0.0,0.4458031914893617,999,1003,1871,0,0,0
189,997,1005,188.036,189000,1540740306494,0.0,0.4434444444444444,999,1003,1871,0,0,0
190,1003,1005,189.033,190000,1540740307491,0.0,0.44111052631578945,999,1003,1871,0,0,0
191,999,1005,190.034,191000,1540740308492,0.001,0.4388062827225131,999,1003,1871,1,1,1
192,999,1005,191.035,192000,1540740309493,0.612,0.4397083333333333,999,1003,1871,615,615,615
193,1002,1005,192.033,193000,1540740310491,0.294,0.43895336787564765,999,1003,1871,295,295,295
194,998,1004,193.035,194000,1540740311493,0.0,0.4366907216494845,999,1003,1871,0,0,0
195,1000,1004,194.035,195000,1540740312493,0.0,0.43445128205128203,999,1003,1871,0,0,0
196,1001,1004,195.035,196000,1540740313493,0.999,0.43733163265306124,999,1003,1871,999,999,999
197,1001,1004,196.034,197000,1540740314492,0.0,0.4351116751269036,999,1003,1871,0,0,0
198,999,1004,197.035,198000,1540740315493,0.001,0.4329191919191919,999,1003,1871,1,1,1
199,1000,1004,198.035,199000,1540740316493,0.906,0.4352964824120603,999,1003,1871,907,907,907
200,1000,1004,199.035,200000,1540740317493,0.999,0.438115,999,1003,1271,999,999,999
201,1000,1004,200.035,201000,1540740318493,0.0,0.43593532338308455,999,1003,1271,0,0,0
202,999,1004,201.036,202000,1540740319494,0.0,0.4337772277227723,999,1003,1271,0,0,0
203,1000,1004,202.036,203000,1540740320494,0.001,0.4316453201970443,999,1003,1271,1,1,1
204,999,1004,203.037,204000,1540740321495,0.999,0.4344264705882353,999,1003,1271,999,999,999
205,1001,1004,204.036,205000,1540740322494,0.0,0.4323073170731707,999,1003,1271,0,0,0
206,998,1004,205.039,206000,1540740323497,0.999,0.4350582524271845,999,1003,1271,999,999,999
207,1002,1004,206.037,207000,1540740324495,0.0,0.43295652173913046,999,1003,1271,0,0,0
208,999,1004,207.038,208000,1540740325496,0.0,0.430875,999,1003,1271,0,0,0
209,1000,1004,208.039,209000,1540740326497,1.0,0.4335980861244019,999,1003,1271,1003,1003,1003
210,1000,1004,209.039,210000,1540740327497,0.884,0.43574285714285715,999,1003,1271,887,887,887
211,999,1004,210.04,211000,1540740328498,0.0,0.4336777251184834,999,1003,1271,0,0,0
212,999,1004,211.041,212000,1540740329499,0.0,0.43163207547169813,999,1003,1271,0,0,0
213,998,1004,212.043,213000,1540740330501,0.001,0.42961032863849763,999,1003,1271,1,1,1
214,1001,1004,213.042,214000,1540740331500,0.999,0.43227102803738315,999,1003,1271,999,999,999
215,1002,1004,214.041,215000,1540740332499,0.999,0.43490697674418605,999,1003,1271,999,999,999
216,1000,1004,215.042,216000,1540740333500,0.999,0.43751851851851853,999,1003,1271,999,999,999
217,1000,1004,216.042,217000,1540740334500,0.001,0.4355069124423963,999,1003,1271,1,1,1
218,1001,1004,217.041,218000,1540740335499,0.535,0.43596330275229356,999,1003,1271,535,535,535
219,1000,1004,218.041,219000,1540740336499,0.0,0.43397260273972604,999,1003,1271,0,0,0
220,999,1004,219.042,220000,1540740337500,0.001,0.4320045454545455,999,1003,1271,1,1,1
221,1000,1004,220.042,221000,1540740338500,0.999,0.43457013574660636,999,1003,1271,999,999,999
222,1001,1004,221.041,222000,1540740339499,0.85,0.4364414414414414,999,1003,1271,851,851,851
223,1000,1004,222.041,223000,1540740340499,0.0,0.43448430493273543,999,1003,1271,0,0,0
224,1000,1004,223.041,224000,1540740341499,0.0,0.43254464285714284,999,1003,1271,0,0,0
225,999,1004,224.042,225000,1540740342500,0.194,0.43148444444444445,999,1003,1271,194,194,194
226,1001,1004,225.041,226000,1540740343499,0.0,0.42957522123893804,999,1003,1271,0,0,0
227,951,1004,226.092,227000,1540740344550,0.0,0.4276828193832599,999,1003,1271,0,0,0
228,1049,1004,227.045,228000,1540740345503,0.0,0.42580701754385963,999,1003,1271,0,0,0
229,994,1004,228.051,229000,1540740346509,0.678,0.42690829694323146,999,1003,1271,679,679,679
230,1008,1004,229.043,230000,1540740347501,1.0,0.4294,999,1003,1271,1003,1003,1003
231,1001,1004,230.042,231000,1540740348500,0.999,0.43186580086580084,999,1003,1271,999,999,999
232,999,1004,231.043,232000,1540740349501,0.454,0.4319612068965517,999,1003,1271,455,455,455
233,1001,1004,232.042,233000,1540740350500,0.0,0.43010729613733906,999,1003,1271,0,0,0
234,1000,1004,233.042,234000,1540740351500,0.001,0.42827350427350425,999,1003,1271,1,1,1
235,1001,1004,234.041,235000,1540740352499,0.803,0.42986808510638297,999,1003,1271,803,803,803
236,1000,1004,235.041,236000,1540740353499,0.317,0.42938983050847457,999,1003,1271,317,317,317
237,999,1004,236.043,237000,1540740354501,0.999,0.4317932489451477,999,1003,1271,999,999,999
238,999,1004,237.044,238000,1540740355502,0.0,0.42997899159663866,999,1003,1271,0,0,0
239,999,1004,238.045,239000,1540740356503,0.0,0.4281799163179916,999,1003,1271,0,0,0
240,1000,1003,239.045,240000,1540740357503,0.607,0.428925,999,1003,1271,607,607,607
241,1000,1003,240.045,241000,1540740358503,0.778,0.4303734439834025,999,1003,1271,779,779,779
242,1000,1003,241.045,242000,1540740359503,0.001,0.428599173553719,999,1003,1271,1,1,1
243,1000,1003,242.045,243000,1540740360503,0.999,0.43094650205761315,999,1003,1271,999,999,999
244,1000,1003,243.045,244000,1540740361503,0.0,0.42918032786885246,999,1003,1271,0,0,0
245,999,1003,244.046,245000,1540740362504,0.0,0.42742857142857144,999,1003,1271,0,0,0
246,998,1003,245.048,246000,1540740363506,0.001,0.4256951219512195,999,1003,1271,1,1,1
247,1000,1003,246.048,247000,1540740364506,0.999,0.4280161943319838,999,1003,1271,999,999,999
248,1001,1003,247.047,248000,1540740365505,0.001,0.4262943548387097,999,1003,1271,1,1,1
249,1001,1003,248.046,249000,1540740366504,1.0,0.4285983935742972,999,1003,1271,1003,1003,1003
250,1000,1003,249.046,250000,1540740367504,0.968,0.430756,999,1003,1271,971,971,971
251,1000,1003,250.046,251000,1540740368504,0.0,0.4290398406374502,999,1003,1271,0,0,0
252,1001,1003,251.045,252000,1540740369503,0.0,0.4273373015873016,999,1003,1271,0,0,0
253,999,1003,252.047,253000,1540740370505,1.0,0.429600790513834,999,1003,1271,1003,1003,1003
254,999,1003,253.048,254000,1540740371506,0.235,0.42883464566929136,999,1003,1271,235,235,235
255,1000,1003,254.048,255000,1540740372506,0.379,0.4286392156862745,999,1003,1271,379,379,379
256,1001,1003,255.047,256000,1540740373505,0.001,0.42696875,999,1003,1271,1,1,1
257,999,1003,256.048,257000,1540740374506,0.32,0.4265525291828794,999,1003,1271,321,321,321
258,1001,1003,257.047,258000,1540740375505,0.306,0.4260852713178295,999,1003,1271,307,307,307
259,1000,1003,258.047,259000,1540740376505,0.0,0.4244401544401544,999,1003,1271,0,0,0
260,1000,1003,259.047,260000,1540740377505,0.0,0.42280769230769233,999,1003,1271,0,0,0
261,1001,1003,260.047,261000,1540740378505,0.999,0.4250153256704981,999,1003,1271,999,999,999
262,999,1003,261.048,262000,1540740379506,0.739,0.42621374045801524,999,1003,1271,739,739,739
263,1001,1003,262.048,263000,1540740380506,1.0,0.4283954372623574,999,1003,1271,1003,1003,1003
264,1001,1003,263.047,264000,1540740381505,0.5,0.42866666666666664,999,1003,1271,501,501,501
265,1000,1003,264.047,265000,1540740382505,0.0,0.42704905660377357,999,1003,1271,0,0,0
266,1000,1003,265.048,266000,1540740383506,0.999,0.42919924812030075,999,1003,1271,999,999,999
267,1001,1003,266.047,267000,1540740384505,0.0,0.4275917602996255,999,1003,1271,0,0,0
268,1001,1003,267.047,268000,1540740385505,0.999,0.42972388059701494,999,1003,1271,999,999,999
269,998,1003,268.049,269000,1540740386507,0.0,0.4281263940520446,999,1003,1271,0,0,0
270,1002,1003,269.047,270000,1540740387505,0.0,0.4265407407407407,999,1003,1271,0,0,0
271,1001,1003,270.047,271000,1540740388505,0.999,0.42865313653136533,999,1003,1271,999,999,999
272,998,1003,271.049,272000,1540740389507,0.001,0.42708088235294117,999,1003,1271,1,1,1
273,1001,1003,272.048,273000,1540740390506,0.575,0.4276227106227106,999,1003,1271,575,575,575
274,999,1003,273.049,274000,1540740391507,0.0,0.42606204379562046,999,1003,1271,0,0,0
275,1001,1003,274.049,275000,1540740392507,0.999,0.42814545454545455,999,1003,1271,999,999,999
276,1000,1003,275.049,276000,1540740393507,0.001,0.4265978260869565,999,1003,1271,1,1,1
277,1000,1003,276.049,277000,1540740394507,0.999,0.42866425992779783,999,1003,1271,999,999,999
278,1002,1003,277.048,278000,1540740395506,0.999,0.4307158273381295,999,1003,1271,999,999,999
279,999,1003,278.049,279000,1540740396507,0.0,0.4291720430107527,999,1003,1271,0,0,0
280,1001,1003,279.048,280000,1540740397506,0.0,0.4276392857142857,999,1003,1271,0,0,0
281,999,1003,280.049,281000,1540740398507,0.0,0.42611743772241994,999,1003,1271,0,0,0
282,999,1003,281.05,282000,1540740399508,0.459,0.4262340425531915,999,1003,1271,459,459,459
283,1001,1003,282.049,283000,1540740400507,0.82,0.42762544169611305,999,1003,1271,823,823,823
284,1000,1003,283.05,284000,1540740401508,1.0,0.42964084507042255,999,1003,1271,1003,1003,1003
285,999,1003,284.051,285000,1540740402509,0.999,0.43163859649122804,999,1003,1271,999,999,999
286,1001,1003,285.05,286000,1540740403508,0.0,0.4301293706293706,999,1003,1271,0,0,0
287,998,1003,286.053,287000,1540740404511,0.999,0.43211149825783973,999,1003,1271,999,999,999
288,1001,1003,287.052,288000,1540740405510,0.001,0.43061458333333336,999,1003,1271,1,1,1
