Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
99,999,1009,98.022,99000,1540645302933,0.721,0.5572727272727273,1003,1003,3407,723,723,723
100,1000,1009,99.022,100000,1540645303933,0.0,0.5517,1003,1003,1999,0,0,0
101,1000,1009,100.023,101000,1540645304934,0.999,0.5561287128712872,1003,1003,1999,999,999,999
102,999,1009,101.024,102000,1540645305935,0.0,0.5506764705882353,1003,1003,1999,0,0,0
103,1001,1009,102.023,103000,1540645306934,0.0,0.5453300970873787,1003,1003,1999,0,0,0
104,998,1009,103.025,104000,1540645307936,0.0,0.5400865384615384,1003,1003,1999,0,0,0
105,999,1009,104.026,105000,1540645308937,0.0,0.5349428571428572,1003,1003,1999,0,0,0
106,1002,1009,105.024,106000,1540645309935,0.0,0.5298962264150944,1003,1003,1999,0,0,0
107,998,1009,106.026,107000,1540645310937,0.0,0.5249439252336449,1003,1003,1999,0,0,0
108,999,1009,107.027,108000,1540645311938,0.0,0.5200833333333333,1003,1003,1999,0,0,0
109,1000,1008,108.028,109000,1540645312939,1.0,0.5244862385321101,1003,1003,1999,1003,1003,1003
110,997,1008,109.031,110000,1540645313942,0.999,0.5288,1003,1003,1999,999,999,999
111,1002,1008,110.03,111000,1540645314941,1.0,0.533045045045045,1003,1003,1999,1003,1003,1003
112,1003,1008,111.027,112000,1540645315938,0.999,0.5372053571428571,1003,1003,1999,999,999,999
113,1002,1008,112.026,113000,1540645316937,0.999,0.5412920353982301,1003,1003,1999,999,999,999
114,1000,1008,113.027,114000,1540645317938,0.999,0.5453070175438597,1003,1003,1999,999,999,999
115,994,1008,114.033,115000,1540645318944,0.787,0.5474086956521739,1003,1003,1999,787,787,787
116,1006,1008,115.027,116000,1540645319938,0.001,0.542698275862069,1003,1003,1999,1,1,1
117,1000,1008,116.027,117000,1540645320938,0.631,0.5434529914529914,1003,1003,1999,631,631,631
118,999,1008,117.028,118000,1540645321939,0.0,0.5388474576271186,1003,1003,1999,0,0,0
119,1001,1008,118.028,119000,1540645322939,0.999,0.5427142857142857,1003,1003,1999,999,999,999
120,1000,1008,119.029,120000,1540645323940,0.999,0.5465166666666667,1003,1003,1999,999,999,999
121,1002,1008,120.027,121000,1540645324938,0.0,0.542,1003,1003,1999,0,0,0
122,998,1008,121.029,122000,1540645325940,0.0,0.5375573770491803,1003,1003,1999,0,0,0
123,1002,1007,122.027,123000,1540645326938,0.0,0.5331869918699187,1003,1003,1999,0,0,0
124,1001,1007,123.027,124000,1540645327938,0.999,0.5369435483870968,1003,1003,1999,999,999,999
125,998,1007,124.029,125000,1540645328940,0.0,0.532648,1003,1003,1999,0,0,0
126,1003,1007,125.027,126000,1540645329938,0.999,0.5363492063492064,1003,1003,1999,999,999,999
127,999,1007,126.028,127000,1540645330939,0.69,0.5375590551181102,1003,1003,1999,691,691,691
128,1000,1007,127.028,128000,1540645331939,0.0,0.533359375,1003,1003,1999,0,0,0
129,998,1007,128.03,129000,1540645332941,0.0,0.5292248062015504,1003,1003,1999,0,0,0
130,1002,1007,129.028,130000,1540645333939,0.0,0.5251538461538462,1003,1003,1999,0,0,0
131,1001,1007,130.028,131000,1540645334939,0.999,0.5287709923664122,1003,1003,1999,999,999,999
132,1000,1007,131.028,132000,1540645335939,0.0,0.5247651515151515,1003,1003,1999,0,0,0
133,999,1007,132.029,133000,1540645336940,0.458,0.5242631578947369,1003,1003,1999,459,459,459
134,999,1007,133.03,134000,1540645337941,0.0,0.5203507462686567,1003,1003,1999,0,0,0
135,999,1007,134.031,135000,1540645338942,0.0,0.5164962962962963,1003,1003,1999,0,0,0
136,1002,1007,135.03,136000,1540645339941,0.999,0.5200441176470588,1003,1003,1999,999,999,999
137,1001,1007,136.029,137000,1540645340940,0.0,0.5162481751824818,1003,1003,1999,0,0,0
138,997,1007,137.032,138000,1540645341943,0.0,0.5125072463768116,1003,1003,1999,0,0,0
139,1002,1007,138.03,139000,1540645342941,0.0,0.508820143884892,1003,1003,1999,0,0,0
140,1001,1006,139.029,140000,1540645343940,0.001,0.5051928571428571,1003,1003,1999,1,1,1
141,999,1006,140.03,141000,1540645344941,0.999,0.5086950354609929,1003,1003,1999,999,999,999
142,1001,1006,141.029,142000,1540645345940,0.0,0.505112676056338,1003,1003,1999,0,0,0
143,1000,1006,142.029,143000,1540645346940,0.001,0.5015874125874126,1003,1003,1999,1,1,1
144,1002,1006,143.027,144000,1540645347938,0.583,0.5021527777777778,1003,1003,1999,583,583,583
145,999,1006,144.029,145000,1540645348940,0.999,0.5055793103448276,1003,1003,1999,999,999,999
146,1001,1006,145.029,146000,1540645349940,0.999,0.508958904109589,1003,1003,1999,999,999,999
147,1002,1006,146.028,147000,1540645350939,0.999,0.5122925170068027,1003,1003,1999,999,999,999
148,999,1006,147.029,148000,1540645351940,0.0,0.5088310810810811,1003,1003,1999,0,0,0
149,998,1006,148.032,149000,1540645352943,1.0,0.5121275167785235,1003,1003,1999,1003,1003,1003
150,1002,1006,149.03,150000,1540645353941,1.0,0.51538,1003,1003,1999,1003,1003,1003
151,1000,1006,150.03,151000,1540645354941,0.226,0.5134635761589404,1003,1003,1999,226,226,226
152,1001,1006,151.03,152000,1540645355941,0.999,0.5166578947368421,1003,1003,1999,999,999,999
153,999,1006,152.031,153000,1540645356942,0.416,0.516,1003,1003,1999,417,417,417
154,1002,1006,153.029,154000,1540645357940,1.0,0.5191428571428571,1003,1003,1999,1003,1003,1003
155,1000,1006,154.029,155000,1540645358940,1.0,0.5222451612903226,1003,1003,1999,1003,1003,1003
156,999,1006,155.03,156000,1540645359941,0.786,0.5239358974358974,1003,1003,1999,787,787,787
157,1001,1006,156.029,157000,1540645360940,0.0,0.5205987261146496,1003,1003,1999,0,0,0
158,1001,1006,157.028,158000,1540645361939,0.801,0.522373417721519,1003,1003,1999,803,803,803
159,999,1006,158.029,159000,1540645362940,0.817,0.5242264150943396,1003,1003,1999,819,819,819
160,1001,1006,159.028,160000,1540645363939,0.0,0.52095,1003,1003,1999,0,0,0
161,1000,1006,160.028,161000,1540645364939,0.0,0.5177142857142857,1003,1003,1999,0,0,0
162,999,1006,161.029,162000,1540645365940,0.0,0.5145185185185185,1003,1003,1999,0,0,0
163,1000,1005,162.029,163000,1540645366940,0.0,0.511361963190184,1003,1003,1999,0,0,0
164,806,1004,163.269,164000,1540645368180,0.051,0.5085548780487805,1003,1003,1999,51,51,51
165,1308,1005,164.033,165000,1540645368944,0.14,0.5063212121212122,1003,1003,1999,140,140,140
166,1001,1005,165.033,166000,1540645369944,0.999,0.509289156626506,1003,1003,1999,999,999,999
167,1003,1005,166.03,167000,1540645370941,0.0,0.5062395209580838,1003,1003,1999,0,0,0
168,999,1005,167.032,168000,1540645371943,1.0,0.5091785714285715,1003,1003,1999,1003,1003,1003
169,998,1005,168.034,169000,1540645372945,0.908,0.5115384615384615,1003,1003,1999,911,911,911
170,995,1005,169.039,170000,1540645373950,0.0,0.5085294117647059,1003,1003,1999,0,0,0
171,1008,1005,170.031,171000,1540645374942,0.0,0.5055555555555555,1003,1003,1999,0,0,0
172,993,1005,171.039,172000,1540645375950,0.999,0.5084244186046512,1003,1003,1999,999,999,999
173,1007,1005,172.032,173000,1540645376943,0.0,0.505485549132948,1003,1003,1999,0,0,0
174,1001,1005,173.031,174000,1540645377942,0.0,0.5025804597701149,1003,1003,1999,0,0,0
175,998,1005,174.033,175000,1540645378944,0.0,0.49970857142857145,1003,1003,1999,0,0,0
176,999,1005,175.034,176000,1540645379945,0.001,0.496875,1003,1003,1999,1,1,1
177,988,1005,176.046,177000,1540645380957,0.02,0.494180790960452,1003,1003,1999,20,20,20
178,1012,1005,177.034,178000,1540645381945,0.999,0.49701685393258427,1003,1003,1999,999,999,999
179,999,1005,178.035,179000,1540645382946,0.0,0.4942402234636872,1003,1003,1999,0,0,0
180,1001,1005,179.035,180000,1540645383946,0.999,0.49704444444444446,1003,1003,1999,999,999,999
181,997,1005,180.038,181000,1540645384949,0.0,0.49429834254143645,1003,1003,1999,0,0,0
182,1004,1005,181.034,182000,1540645385945,0.0,0.4915824175824176,1003,1003,1999,0,0,0
183,990,1005,182.045,183000,1540645386956,0.999,0.4943551912568306,1003,1003,1999,999,999,999
184,1007,1005,183.038,184000,1540645387949,0.0,0.49166847826086957,1003,1003,1999,0,0,0
185,1002,1005,184.036,185000,1540645388947,0.983,0.4943243243243243,1003,1003,1999,983,983,983
186,999,1005,185.037,186000,1540645389948,0.001,0.4916720430107527,1003,1003,1999,1,1,1
187,1000,1005,186.037,187000,1540645390948,0.959,0.4941711229946524,1003,1003,1999,959,959,959
188,1001,1005,187.036,188000,1540645391947,0.567,0.49455851063829787,1003,1003,1999,567,567,567
189,1001,1005,188.036,189000,1540645392947,0.999,0.49722751322751324,1003,1003,1999,999,999,999
190,993,1005,189.044,190000,1540645393955,0.999,0.4998684210526316,1003,1003,1999,999,999,999
191,1006,1005,190.039,191000,1540645394950,0.999,0.5024816753926702,1003,1003,1999,999,999,999
192,990,1004,191.049,192000,1540645395960,0.0,0.49986458333333333,1003,1003,1999,0,0,0
193,1011,1005,192.039,193000,1540645396950,1.0,0.5024559585492228,1003,1003,1999,1003,1003,1003
194,1001,1004,193.038,194000,1540645397949,1.0,0.505020618556701,1003,1003,1999,1003,1003,1003
195,997,1004,194.041,195000,1540645398952,0.589,0.5054512820512821,1003,1003,1999,591,591,591
196,1000,1004,195.041,196000,1540645399952,0.0,0.5028724489795918,1003,1003,1999,0,0,0
197,1002,1004,196.039,197000,1540645400950,0.0,0.5003197969543147,1003,1003,1999,0,0,0
198,998,1004,197.041,198000,1540645401952,0.0,0.4977929292929293,1003,1003,1999,0,0,0
199,999,1004,198.042,199000,1540645402953,0.001,0.4952964824120603,1003,1003,1999,1,1,1
200,998,1004,199.044,200000,1540645403955,0.993,0.497785,1003,1003,1695,995,995,995
201,1002,1004,200.042,201000,1540645404953,0.0,0.4953084577114428,1003,1003,1695,0,0,0
202,1002,1004,201.041,202000,1540645405952,0.999,0.4978019801980198,1003,1003,1695,999,999,999
203,999,1004,202.043,203000,1540645406954,0.999,0.5002709359605911,1003,1003,1695,999,999,999
204,1001,1004,203.043,204000,1540645407954,0.999,0.5027156862745098,1003,1003,1695,999,999,999
205,1001,1004,204.043,205000,1540645408954,0.999,0.5051365853658537,1003,1003,1695,999,999,999
206,998,1004,205.046,206000,1540645409957,1.0,0.5075388349514564,1003,1003,1695,1003,1003,1003
207,996,1004,206.05,207000,1540645410961,0.374,0.5068937198067632,1003,1003,1695,375,375,375
208,1005,1004,207.045,208000,1540645411956,0.0,0.5044567307692308,1003,1003,1695,0,0,0
209,998,1004,208.047,209000,1540645412958,0.001,0.5020478468899522,1003,1003,1695,1,1,1
210,1002,1004,209.045,210000,1540645413956,0.999,0.5044142857142857,1003,1003,1695,999,999,999
211,1001,1004,210.045,211000,1540645414956,0.999,0.5067582938388625,1003,1003,1695,999,999,999
212,1001,1004,211.045,212000,1540645415956,0.999,0.5090801886792453,1003,1003,1695,999,999,999
213,1000,1004,212.045,213000,1540645416956,0.0,0.5066901408450705,1003,1003,1695,0,0,0
214,997,1004,213.048,214000,1540645417959,0.0,0.5043224299065421,1003,1003,1695,0,0,0
215,1003,1004,214.045,215000,1540645418956,0.0,0.5019767441860465,1003,1003,1695,0,0,0
216,997,1004,215.048,216000,1540645419959,0.001,0.4996574074074074,1003,1003,1695,1,1,1
217,1000,1004,216.048,217000,1540645420959,0.88,0.501410138248848,1003,1003,1695,883,883,883
218,1000,1004,217.048,218000,1540645421959,0.792,0.5027431192660551,1003,1003,1695,795,795,795
219,1002,1004,218.046,219000,1540645422957,0.999,0.5050091324200914,1003,1003,1695,999,999,999
220,999,1004,219.047,220000,1540645423958,0.872,0.5066772727272727,1003,1003,1695,875,875,875
221,1000,1004,220.047,221000,1540645424958,0.0,0.5043846153846154,1003,1003,1695,0,0,0
222,1001,1004,221.046,222000,1540645425957,0.0,0.5021126126126126,1003,1003,1695,0,0,0
223,1000,1004,222.046,223000,1540645426957,0.0,0.4998609865470852,1003,1003,1695,0,0,0
224,999,1004,223.047,224000,1540645427958,0.0,0.4976294642857143,1003,1003,1695,0,0,0
225,995,1004,224.052,225000,1540645428963,0.433,0.49734222222222224,1003,1003,1695,433,433,433
226,1005,1004,225.048,226000,1540645429959,0.999,0.4995619469026549,1003,1003,1695,999,999,999
227,998,1004,226.051,227000,1540645430962,0.999,0.5017621145374449,1003,1003,1695,999,999,999
228,1003,1004,227.048,228000,1540645431959,0.315,0.5009429824561403,1003,1003,1695,315,315,315
229,1001,1004,228.048,229000,1540645432959,0.999,0.503117903930131,1003,1003,1695,999,999,999
230,1000,1004,229.049,230000,1540645433960,1.0,0.5052782608695652,1003,1003,1695,1003,1003,1003
231,930,1003,230.124,231000,1540645435035,0.632,0.5058268398268398,1003,1003,1695,635,635,635
232,1077,1004,231.052,232000,1540645435963,0.0,0.503646551724138,1003,1003,1695,0,0,0
233,1000,1004,232.053,233000,1540645436964,0.999,0.5057725321888412,1003,1003,1695,999,999,999
234,988,1004,233.065,234000,1540645437976,0.0,0.5036111111111111,1003,1003,1695,0,0,0
235,1011,1004,234.054,235000,1540645438965,0.001,0.5014723404255319,1003,1003,1695,1,1,1
236,1003,1004,235.051,236000,1540645439962,0.451,0.5012584745762712,1003,1003,1695,451,451,451
237,999,1004,236.053,237000,1540645440964,0.999,0.5033586497890296,1003,1003,1695,999,999,999
238,1000,1003,237.053,238000,1540645441964,0.0,0.5012436974789916,1003,1003,1695,0,0,0
239,1001,1003,238.053,239000,1540645442964,0.999,0.503326359832636,1003,1003,1695,999,999,999
240,999,1003,239.054,240000,1540645443965,0.457,0.5031333333333333,1003,1003,1695,457,457,457
241,1001,1003,240.053,241000,1540645444964,0.0,0.501045643153527,1003,1003,1695,0,0,0
242,1000,1003,241.053,242000,1540645445964,0.0,0.49897520661157024,1003,1003,1695,0,0,0
243,1000,1003,242.053,243000,1540645446964,0.0,0.49692181069958846,1003,1003,1695,0,0,0
244,1001,1003,243.053,244000,1540645447964,0.999,0.4989795081967213,1003,1003,1695,999,999,999
245,1001,1003,244.053,245000,1540645448964,0.999,0.5010204081632653,1003,1003,1695,999,999,999
246,999,1003,245.054,246000,1540645449965,0.117,0.4994593495934959,1003,1003,1695,117,117,117
247,1003,1003,246.051,247000,1540645450962,0.0,0.49743724696356273,1003,1003,1695,0,0,0
248,999,1003,247.052,248000,1540645451963,0.416,0.4971088709677419,1003,1003,1695,417,417,417
249,1002,1003,248.051,249000,1540645452962,0.999,0.4991244979919679,1003,1003,1695,999,999,999
250,998,1003,249.054,250000,1540645453965,0.999,0.501124,1003,1003,1695,999,999,999
251,1000,1003,250.055,251000,1540645454966,1.0,0.5031115537848606,1003,1003,1695,1003,1003,1003
252,1001,1003,251.054,252000,1540645455965,0.42,0.5027817460317461,1003,1003,1695,421,421,421
253,1001,1003,252.053,253000,1540645456964,0.0,0.500794466403162,1003,1003,1695,0,0,0
254,995,1003,253.058,254000,1540645457969,0.0,0.4988228346456693,1003,1003,1695,0,0,0
255,1002,1003,254.056,255000,1540645458967,0.001,0.4968705882352941,1003,1003,1695,1,1,1
256,1002,1003,255.054,256000,1540645459965,0.999,0.49883203125,1003,1003,1695,999,999,999
257,997,1003,256.057,257000,1540645460968,0.42,0.4985252918287938,1003,1003,1695,421,421,421
258,1002,1003,257.055,258000,1540645461966,1.0,0.500468992248062,1003,1003,1695,1003,1003,1003
259,999,1003,258.056,259000,1540645462967,0.697,0.5012277992277993,1003,1003,1695,699,699,699
260,999,1003,259.057,260000,1540645463968,0.001,0.49930384615384615,1003,1003,1695,1,1,1
261,999,1003,260.058,261000,1540645464969,0.999,0.5012183908045977,1003,1003,1695,999,999,999
262,999,1003,261.059,262000,1540645465970,0.0,0.4993053435114504,1003,1003,1695,0,0,0
263,1000,1003,262.059,263000,1540645466970,0.0,0.49740684410646385,1003,1003,1695,0,0,0
264,1000,1003,263.059,264000,1540645467970,0.0,0.4955227272727273,1003,1003,1695,0,0,0
265,1000,1003,264.059,265000,1540645468970,0.114,0.49408301886792455,1003,1003,1695,114,114,114
266,1000,1003,265.059,266000,1540645469970,0.375,0.49363533834586465,1003,1003,1695,375,375,375
267,1000,1003,266.059,267000,1540645470970,0.352,0.4931048689138577,1003,1003,1695,353,353,353
268,998,1003,267.061,268000,1540645471972,0.0,0.4912649253731343,1003,1003,1695,0,0,0
269,1000,1003,268.061,269000,1540645472972,0.0,0.4894386617100372,1003,1003,1695,0,0,0
270,1002,1003,269.059,270000,1540645473970,0.0,0.4876259259259259,1003,1003,1695,0,0,0
271,1000,1003,270.06,271000,1540645474971,0.999,0.4895129151291513,1003,1003,1695,999,999,999
272,1001,1003,271.059,272000,1540645475970,0.0,0.48771323529411764,1003,1003,1695,0,0,0
273,1000,1003,272.059,273000,1540645476970,0.268,0.4869084249084249,1003,1003,1695,269,269,269
274,998,1003,273.061,274000,1540645477972,0.0,0.48513138686131385,1003,1003,1695,0,0,0
275,1001,1003,274.06,275000,1540645478971,0.717,0.48597454545454544,1003,1003,1695,719,719,719
276,994,1003,275.066,276000,1540645479977,0.001,0.4842173913043478,1003,1003,1695,1,1,1
277,1002,1003,276.064,277000,1540645480975,0.356,0.48375451263537905,1003,1003,1695,357,357,357
278,1002,1003,277.062,278000,1540645481973,1.0,0.4856115107913669,1003,1003,1695,1003,1003,1003
279,1002,1003,278.06,279000,1540645482971,0.419,0.4853727598566308,1003,1003,1695,419,419,419
280,996,1003,279.064,280000,1540645483975,0.0,0.4836392857142857,1003,1003,1695,0,0,0
281,1000,1003,280.065,281000,1540645484976,0.999,0.4854733096085409,1003,1003,1695,999,999,999
282,1004,1003,281.061,282000,1540645485972,0.0,0.4837517730496454,1003,1003,1695,0,0,0
283,1002,1003,282.06,283000,1540645486971,0.999,0.4855724381625442,1003,1003,1695,999,999,999
284,1000,1003,283.06,284000,1540645487971,0.0,0.48386267605633804,1003,1003,1695,0,0,0
