Id, Throughput in this window (thousands events/second), Entire throughput for the run (thousands events/second), Total elapsed time(s),Total Events,CurrentTime,Average latency per event in this window(ms), Entire Average latency per event for the run(ms), AVG latency from start (90),AVG latency from start(95), AVG latency from start (99),AVG latency in this window(90),AVG latency in this window(95),AVG latency in this window(99)
1,250,333,3.002,1000,1540646924891,9.75,9.75,9791,9791,9791,9791,9791,9791
2,249,285,7.003,2000,1540646928892,8.841,9.2955,9791,9791,9791,8895,8895,8895
3,249,272,11.004,3000,1540646932893,8.105,8.898666666666667,9791,9791,9791,8127,8127,8127
4,249,266,15.005,4000,1540646936894,8.958,8.9135,9791,9791,9791,8959,8959,8959
5,249,262,19.019,5000,1540646940908,10.6,9.2508,10623,10623,10623,10623,10623,10623
6,250,260,23.009,6000,1540646944898,10.543,9.466166666666666,10623,10623,10623,10559,10559,10559
7,250,259,27.008,7000,1540646948897,8.527,9.332,10623,10623,10623,8575,8575,8575
8,249,257,31.012,8000,1540646952901,9.355,9.334875,10623,10623,10623,9407,9407,9407
9,249,257,35.014,9000,1540646956903,7.958,9.181888888888889,10623,10623,10623,7967,7967,7967
10,249,256,39.016,10000,1540646960905,7.887,9.0524,10559,10623,10623,7903,7903,7903
11,250,255,43.015,11000,1540646964904,8.973,9.045181818181819,10559,10623,10623,9023,9023,9023
12,249,255,47.017,12000,1540646968906,9.175,9.056,10559,10623,10623,9215,9215,9215
13,250,254,51.016,13000,1540646972905,9.169,9.064692307692308,10559,10623,10623,9215,9215,9215
14,249,254,55.018,14000,1540646976907,9.155,9.071142857142856,10559,10623,10623,9215,9215,9215
15,249,254,59.02,15000,1540646980909,9.001,9.066466666666667,10559,10623,10623,9023,9023,9023
16,333,257,62.023,16000,1540646983912,9.135,9.07075,10559,10623,10623,9151,9151,9151
17,249,257,66.025,17000,1540646987914,9.277,9.082882352941176,10559,10623,10623,9279,9279,9279
18,249,257,70.028,18000,1540646991917,9.013,9.079,10559,10623,10623,9023,9023,9023
19,200,253,75.026,19000,1540646996915,8.812,9.064947368421052,10559,10623,10623,8831,8831,8831
20,333,256,78.027,20000,1540646999916,7.662,8.9948,9791,10559,10623,7679,7679,7679
21,250,252,83.028,21000,1540647004917,8.901,8.990333333333334,9791,10559,10623,8959,8959,8959
22,249,252,87.029,22000,1540647008918,8.479,8.96709090909091,9791,10559,10623,8511,8511,8511
23,333,255,90.033,23000,1540647011922,8.376,8.941391304347826,9791,10559,10623,8383,8383,8383
